,Date,clsPrc,ret
0,1991-05-31,7.21694117647059,0.0
1,1991-06-30,6.35030359645026,-0.120083780486646
2,1991-07-31,5.52448991041873,-0.130043181950095
3,1991-08-31,2.81460978848348,-0.409626235612729
4,1991-09-30,2.69692178926811,-0.0418132516860263
5,1991-10-31,5.0,0.85396547499227
6,1991-11-30,5.17014127387826,0.0340282513809715
7,1991-12-31,5.43518518518519,0.0512643719494377
8,1992-01-31,5.71559633027523,0.0515918219327851
9,1992-02-29,5.77838827838828,0.0109860697583006
10,1992-03-31,4.76451760402378,0.244340244324926
11,1992-04-30,6.97590143141874,0.464135918887393
12,1992-05-31,8.22565969062784,0.179153651440642
13,1992-06-30,7.6782449725777,-0.0665496427050311
14,1992-07-31,8.3363802559415,0.0857142934943771
15,1992-08-31,7.59011536975362,-0.0895190592462193
16,1992-09-30,8.03299652383783,0.0583497302209666
17,1992-10-31,7.23207820419986,-0.0997035563257171
18,1992-11-30,6.93338160753077,-0.0413016257439369
19,1992-12-31,7.61986301369863,0.0990110520449154
20,1993-01-31,8.37328767123288,0.0988764012601584
21,1993-02-28,10.0684931506849,0.202453993397707
22,1993-03-31,10.0367197062424,-0.0031557362403349
23,1993-04-30,10.281517747858,0.0243902504629858
24,1993-05-31,5.08830215072565,-0.0571808312126991
25,1993-06-30,4.68613393949991,-0.0790377931726281
26,1993-07-31,4.30145130267529,-0.0820895510686394
27,1993-08-31,4.13533834586466,-0.0386178919573602
28,1993-09-30,3.95173981465291,-0.0443974605603236
29,1993-10-31,3.78531954333628,-0.042113163225361
30,1993-11-30,3.83386581469649,0.0128248751332931
31,1993-12-31,3.84648481197832,0.0032914547601712
32,1994-01-31,2.07471264367816,-0.460621122883841
33,1994-02-28,2.08515233674923,0.0050318628041756
34,1994-03-31,1.72829581993569,-0.171141697588184
35,1994-04-30,1.84063910120637,0.0650023564012539
36,1994-05-31,1.68597064563438,-0.0840297647946484
37,1994-06-30,1.5532903404757,-0.0786966887016086
38,1994-07-31,0.927923539100378,-0.0438796878722138
39,1994-08-31,1.46000747523827,0.57341355882827
40,1994-09-30,1.68813964666299,0.15625410974109
41,1994-10-31,1.31353646236483,-0.22190295988762
42,1994-11-30,1.31620697354659,0.0020330697002104
43,1994-12-31,1.24036879667657,-0.0576187404357925
44,1995-01-31,1.24900754855606,0.0069646707498751
45,1995-02-28,1.2607334313772,0.0093881612233948
46,1995-03-31,1.27686337799191,0.0127941031665664
47,1995-04-30,1.1521723621317,-0.0976541591185159
48,1995-05-31,1.17962853738098,0.0238299236889019
49,1995-06-30,1.10467287467926,-0.0635417589925434
50,1995-07-31,1.10116501813187,-0.0031754645023967
51,1995-08-31,1.16115538566947,0.0544790036237237
52,1995-09-30,0.947240620755148,0.0097510510516893
53,1995-10-31,0.891171270851123,-0.0591922805620629
54,1995-11-30,0.842155919153032,-0.0550010584553068
55,1995-12-31,0.773031654624364,-0.0820801261241273
56,1996-01-31,0.736045798405234,-0.0478451961507185
57,1996-02-29,0.886755221869285,0.204755490427841
58,1996-03-31,0.952552336392538,0.0741998606928047
59,1996-04-30,1.8606102801719,0.953289293882605
60,1996-05-31,1.47124172801845,0.581461421822446
61,1996-06-30,1.83992308616753,0.250591962403804
62,1996-07-31,1.8999145700225,0.0326054304007979
63,1996-08-31,1.97076952711162,0.0372937592921869
64,1996-09-30,1.96215415376832,-0.0043715752591787
65,1996-10-31,2.09018516510656,0.0652502304951379
66,1996-11-30,2.18294842603636,0.0443804033650952
67,1996-12-31,1.99079318406401,-0.0880255557895445
68,1997-01-31,2.31980515565844,0.165266778602384
69,1997-02-28,2.31470318753918,-0.0021993095604827
70,1997-03-31,3.29058386770165,0.421600787328238
71,1997-04-30,4.43059339811444,0.346445971482997
72,1997-05-31,4.05672664126188,-0.0843829993904032
73,1997-06-30,4.55192377276565,0.122068155600849
74,1997-07-31,4.1845092339055,-0.080716321782457
75,1997-08-31,2.67310012062726,-0.0361448563481441
76,1997-09-30,2.57205619659151,-0.0378002777031734
77,1997-10-31,3.02887633396108,0.177608925792522
78,1997-11-30,2.92991630535863,-0.0326721916208038
79,1997-12-31,2.74161211623469,-0.0642694768651478
80,1998-01-31,2.80005798221879,0.0213180654800029
81,1998-02-28,2.74308491363691,-0.0203471038141922
82,1998-03-31,2.60535565460014,-0.0502096217888826
83,1998-04-30,2.51990190985854,-0.0327992635968177
84,1998-05-31,2.42405942387825,-0.0380342123153525
85,1998-06-30,2.06768279427039,-0.147016458010374
86,1998-07-31,2.08456623872269,0.0081653942211303
87,1998-08-31,1.94927536231884,-0.0649012121943546
88,1998-09-30,1.90504952887171,-0.0226883469226873
89,1998-10-31,1.79883057891176,-0.0557565289127815
90,1998-11-30,1.91708342393274,0.0657387333531136
91,1998-12-31,1.80946283836834,-0.0561376631651174
92,1999-01-31,1.74804899852618,-0.0339403724968917
93,1999-02-28,1.64178022615251,-0.0607927876833535
94,1999-03-31,1.65338164251208,0.0070663635783112
95,1999-04-30,1.61847476870305,-0.0211124117209079
96,1999-05-31,2.23950909574083,0.383715792079999
97,1999-06-30,3.32664943347909,0.485436894728891
98,1999-07-31,2.6699527623742,-0.197404833032218
99,1999-08-31,2.97809619311111,0.115411567617387
100,1999-09-30,2.81365146481426,-0.0552180713671758
101,1999-10-31,2.60703585580361,-0.0477550421168752
102,1999-11-30,2.37833528608873,-0.0877243675095891
103,1999-12-31,2.10766610703804,-0.113806147868519
104,2000-01-31,2.23838227655437,0.0620193916195195
105,2000-02-29,2.21293455415167,-0.0113688030217399
